airline_ID,airline_name,IATA,ICAO,telephone,email,gate_code
106,Southern Airways Express,9X,FDY,2106552722,southernairwaysexpress@gmail.com,128
107,National Airways Ethiopia,9Y,NAE,2108154050,nationalairwaysethiopia@gmail.com,83
108,Astra Airlines,A2,AZI,2105503274,astraairlines@gmail.com,104
109,Azimuth,A4,AZO,2106862163,azimuth@gmail.com,157
110,Hop!,A5,HOP,2104473228,hop!@gmail.com,4
111,Air Travel,A6,HTU,2103167558,airtravel@gmail.com,65
112,Aerolink,A8,XAU,2100162776,aerolink@gmail.com,107
113,Georgian Airways,A9,TGZ,2100347179,georgianairways@gmail.com,145
114,Mandarin Airlines,AE,MDA,2104599799,mandarinairlines@gmail.com,127
115,Aruba Airlines,AG,ARU,2108713824,arubaairlines@gmail.com,129
116,Air Algerie,AH,DAH,2101774745,airalgerie@gmail.com,150
117,Aztec Airways,AJ,AZY,2109458067,aztecairways@gmail.com,77
118,Air Juan,AO,,2104132420,airjuan@gmail.com,122
119,Albastar,AP,LAV,2109263122,albastar@gmail.com,51
120,Alaska Airlines,AS,ASA,2105947422,alaskaairlines@gmail.com,153
121,Royal Air Maroc,AT,RAM,2104719753,royalairmaroc@gmail.com,82
122,Austral,AU,AUT,2104913568,austral@gmail.com,145
123,Africa World Airlines,AW,AFW,2100741938,africaworldairlines@gmail.com,37
124,Venezolana,AW,VNE,2101283687,venezolana@gmail.com,63
125,La Compagnie,B0,DJT,2107503243,lacompagnie@gmail.com,60
126,Belavia,B2,BRU,2108076390,belavia@gmail.com,44
127,Bhutan Airlines,B3,BTN,2103292387,bhutanairlines@gmail.com,93
128,Zanair,B4,TAN,2105086031,zanair@gmail.com,64
129,Eastafrican,B5,EXZ,2106458532,eastafrican@gmail.com,122
130,Uni Air,B7,UIA,2102723445,uniair@gmail.com,111
131,Eritrean Airlines,B8,ERT,2108464291,eritreanairlines@gmail.com,46
132,Iran Air Tours,B9,IRB,2105336053,iranairtours@gmail.com,110
133,Seaborne Airlines,BB,SBS,2106532128,seaborneairlines@gmail.com,48
134,Cambodia Bayon Airlines,BD,BYC,2107359975,cambodiabayonairlines@gmail.com,105
135,French Bee,BF,FBU,2104390827,frenchbee@gmail.com,138
136,Biman Bangladesh Airlines,BG,BBC,2101048830,bimanbangladeshairlines@gmail.com,92
137,Royal Brunei Airlines,BI,RBA,2106741182,royalbruneiairlines@gmail.com,157
138,Nouvelair,BJ,LBT,2101745278,nouvelair@gmail.com,110
139,Okay Airways,BK,OKA,2104656159,okayairways@gmail.com,45
140,Air Botswana,BP,BOT,2101586514,airbotswana@gmail.com,25
141,Us-bangla Airlines,BS,UBG,2108932532,us-banglaairlines@gmail.com,78
142,Airbaltic,BT,BTI,2103117660,airbaltic@gmail.com,155
143,Flycaa,BU,FPY,2104186518,flycaa@gmail.com,87
144,Caribbean Airlines,BW,BWA,2100411863,caribbeanairlines@gmail.com,49
145,Tui Airways,BY,TOM,2100563099,tuiairways@gmail.com,1
146,Blue Bird Airways,BZ,BBG,2102129768,bluebirdairways@gmail.com,47
147,Ceiba Intercontinental,C2,CEL,2108101249,ceibaintercontinental@gmail.com,19
148,Aegean Airlines,A3,AEE,2106920137,aegeanairlines@gmail.com,129
149,Air Canada,AC,ACA,2102350806,aircanada@gmail.com,56
150,Air India,AI,AIC,2100204041,airindia@gmail.com,144
151,Avianca,AV,AVA,2100249518,avianca@gmail.com,101
152,British Airways,BA,BAW,2108319125,britishairways@gmail.com,109
153,American Airlines,AA,AAL,2106498400,americanairlines@gmail.com,114
154,Finnair,AY,FIN,2103705397,finnair@gmail.com,86
155,Aeromexico,AM,AMX,2102667500,aeromexico@gmail.com,10
156,Alitalia,AZ,AZA,2104770402,alitalia@gmail.com,97
157,Aerolineas Argentinas,AR,ARG,2103808863,aerolineasargentinas@gmail.com,45
158,Air France,AF,AFR,2109115003,airfrance@gmail.com,151
159,Jetstar Pacific,BL,PIC,2100612452,jetstarpacific@gmail.com,112
160,9 Air,AQ,JYH,2102203194,9air@gmail.com,139
161,Airasia,AK,AXM,2103231128,airasia@gmail.com,39
162,Air Busan,BX,ABL,2109112757,airbusan@gmail.com,91
163,Eastar Jet,ZE,ESR,2107917607,eastarjet@gmail.com,110
164,Skymark Airlines,BC,SKY,2107021925,skymarkairlines@gmail.com,55
165,Spring Airlines,9C,CQH,2100842191,springairlines@gmail.com,27
166,Blue Panorama Airlines,BV,BPA,2106448321,bluepanoramaairlines@gmail.com,8
167,Flybe,BE,BEE,2102869343,flybe@gmail.com,104
168,Azul,AD,AZU,2104799240,azul@gmail.com,4
169,Aereo Calafia,A7,CFV,2100793580,aereocalafia@gmail.com,25
170,Jetblue,B6,JBU,2108698463,jetblue@gmail.com,17
171,Trade Air,C3,TDR,2101516200,tradeair@gmail.com,15
172,Azur Air,ZF,KTK,2105999754,azurair@gmail.com,77
173,Cinnamon Air,C7,CIN,2109705525,cinnamonair@gmail.com,131
174,Cronos Airlines,C8,CRA,2109840955,cronosairlines@gmail.com,77
175,Air China,CA,CCA,2100730155,airchina@gmail.com,159
176,Cm Airlines,CC,OMT,2106572326,cmairlines@gmail.com,25
177,Corendon Dutch Airlines,CD,CND,2100653824,corendondutchairlines@gmail.com,22
178,Chalair Aviation,CE,CLG,2104195221,chalairaviation@gmail.com,47
179,Png Air,CG,TOK,2103262181,pngair@gmail.com,130
180,Lufthansa Cityline,CL,CLH,2109794691,lufthansacityline@gmail.com,97
181,Grand China Air,CN,GDC,2105113341,grandchinaair@gmail.com,21
182,Coastal Aviation,CQ,CSV,2109346835,coastalaviation@gmail.com,140
183,Alitalia Cityliner,CT,CYL,2106802863,alitaliacityliner@gmail.com,34
184,Cubana,CU,CUB,2103693362,cubana@gmail.com,11
185,Copa Airlines,CM,CMP,2100412704,copaairlines@gmail.com,23
186,China Airlines,CI,CAL,2105996472,chinaairlines@gmail.com,11
187,Cyprus Airways,CY,CYP,2103910853,cyprusairways@gmail.com,87
188,China Southern Airlines,CZ,CSN,2106116783,chinasouthernairlines@gmail.com,83
189,Severstal Air Company,D2,SSF,2103847626,severstalaircompany@gmail.com,7
190,Daallo Airlines,D3,DAO,2105143242,daalloairlines@gmail.com,116
191,Norwegian Air International,D8,IBK,2109940858,norwegianairinternational@gmail.com,120
192,Bra,DC,BRX,2102299650,bra@gmail.com,144
193,Condor,DF,,2108409482,condor@gmail.com,31
194,Norwegian,DH,NAN,2102962100,norwegian@gmail.com,91
195,Norwegian,DI,NRS,2106231722,norwegian@gmail.com,123
196,Thomas Cook Scandinavia,DK,VKG,2100539793,thomascookscandinavia@gmail.com,119
197,Norwegian Air Argentina,DN,NAA,2101935753,norwegianairargentina@gmail.com,131
198,Taag Angola,DT,DTA,2105896063,taagangola@gmail.com,13
199,Scat Airlines,DV,VSV,2107986363,scatairlines@gmail.com,118
200,Danish Air Transport,DX,DTR,2101435668,danishairtransport@gmail.com,151
201,Donghai Airlines,DZ,EPA,2104724324,donghaiairlines@gmail.com,107
202,New Gen Airways,E3,VGO,2107102978,newgenairways@gmail.com,154
203,Enter Air,E4,ENT,2107888498,enterair@gmail.com,114
204,Estelar Latinoamerica,ES,ETR,2105751598,estelarlatinoamerica@gmail.com,20
205,Equaflight,E7,EKA,2106662549,equaflight@gmail.com,30
206,Evelop!,E9,EVE,2105035920,evelop!@gmail.com,63
207,Wamos Air,EB,PLM,2107807950,wamosair@gmail.com,141
208,Easyjet,EC,EJU,2109562182,easyjet@gmail.com,17
209,Ernest Airlines,EG,ERN,2105019803,ernestairlines@gmail.com,79
210,Ana Wings,EH,AKX,2105525696,anawings@gmail.com,33
211,Aer Lingus,EI,EIN,2109646999,aerlingus@gmail.com,23
212,Emirates,EK,UAE,2100187361,emirates@gmail.com,10
213,Ellinair,EL,ELB,2109603140,ellinair@gmail.com,150
214,Airdolomiti,EN,DLA,2109838070,airdolomiti@gmail.com,119
215,Pegas Fly,EO,KAR,2104210606,pegasfly@gmail.com,78
216,Iran Aseman Airlines,EP,IRC,2102904791,iranasemanairlines@gmail.com,132
217,Tame,EQ,TAE,2107362234,tame@gmail.com,155
218,Serene Air,ER,SEP,2109895023,sereneair@gmail.com,60
219,Etihad Airways,EY,ETD,2107359096,etihadairways@gmail.com,150
220,Safarilink Aviation,F2,XLK,2109796123,safarilinkaviation@gmail.com,98
221,Flyadeal,F3,FAD,2109792442,flyadeal@gmail.com,89
222,Air Flamenco,F4,WAF,2101458022,airflamenco@gmail.com,10
223,Flyvalan,F6,FXP,2108406149,flyvalan@gmail.com,98
224,Ifly,F7,RSY,2103787051,ifly@gmail.com,131
225,Bulgaria Air,FB,LZB,2102866099,bulgariaair@gmail.com,54
226,Vivaair,VH,VVC,2105630037,vivaair@gmail.com,15
227,Fat Far Eastern Air Transport,FE,FEA,2101815552,fatfareasternairtransport@gmail.com,52
228,Ariana Afghan Airlines,FG,AFG,2109865833,arianaafghanairlines@gmail.com,64
229,Icelandair,FI,ICE,2102429563,icelandair@gmail.com,98
230,Shanghai Airlines,FM,CSH,2103125388,shanghaiairlines@gmail.com,117
231,Fastjet Tanzania,FN,FTZ,2107060480,fastjettanzania@gmail.com,121
232,Flybondi,FO,FBD,2106126007,flybondi@gmail.com,1
233,Flypelican,FP,FRE,2100342678,flypelican@gmail.com,73
234,Flyest Lineas Aereas,FQ,,2101152727,flyestlineasaereas@gmail.com,77
235,Flyegypt,FT,FEG,2106703361,flyegypt@gmail.com,119
236,Fly Tiwi,FT,,2108688456,flytiwi@gmail.com,48
237,Fuzhou Airlines,FU,FZA,2102710990,fuzhouairlines@gmail.com,18
238,Rossiya Airlines,FV,SDM,2104808344,rossiyaairlines@gmail.com,111
239,Ibex Airlines,FW,IBX,2106774657,ibexairlines@gmail.com,45
240,Firefly,FY,FFM,2107652434,firefly@gmail.com,153
241,China Express Airlines,G5,HXA,2102787162,chinaexpressairlines@gmail.com,91
242,Cathay Pacific,CX,CPA,2107933732,cathaypacific@gmail.com,75
243,Sun-air,EZ,SUS,2101069358,sun-air@gmail.com,78
244,Fiji Airways,FJ,FJI,2102964709,fijiairways@gmail.com,1
245,Delta,DL,DAL,2109257368,delta@gmail.com,32
246,Chengdu Airlines,EU,UEA,2109495763,chengduairlines@gmail.com,80
247,Ruili Airlines,DR,RLH,2107296589,ruiliairlines@gmail.com,156
248,Air Arabia Egypt,E5,RBG,2107545337,airarabiaegypt@gmail.com,154
249,Fastjet Zimbabwe,FN,FJW,2101444261,fastjetzimbabwe@gmail.com,81
250,Flysafair,FA,SFR,2101385328,flysafair@gmail.com,105
251,Airasia X,D7,XAX,2107157881,airasiax@gmail.com,46
252,Nok Air,DD,NOK,2103783268,nokair@gmail.com,7
253,Thai Airasia,FD,AIQ,2109263782,thaiairasia@gmail.com,37
254,Airasia Japan,DJ,WAJ,2108741057,airasiajapan@gmail.com,48
255,Condor,DE,CFG,2100277957,condor@gmail.com,117
256,Easyjet,DS,EZS,2105149519,easyjet@gmail.com,3
257,Eurowings,EW,EWG,2102134391,eurowings@gmail.com,59
258,Eurowings,E2,EWE,2109553579,eurowings@gmail.com,101
259,Norwegian,DY,NAX,2104736352,norwegian@gmail.com,122
260,Pobeda,DP,PBD,2101997085,pobeda@gmail.com,52
261,Ryanair,FR,RYR,2102018153,ryanair@gmail.com,74
262,Gol Linhas Aéreas,G3,GLO,2101982867,gollinhasaéreas@gmail.com,20
263,Fly Corporate,FC,,2101796000,flycorporate@gmail.com,56
264,Flydubai,FZ,FDB,2107491381,flydubai@gmail.com,146
265,Allegiant Air,G4,AAY,2107296179,allegiantair@gmail.com,115
266,Flair Airlines,F8,FLE,2109540793,flairairlines@gmail.com,120
267,Frontier Airlines,F9,FFT,2103340067,frontierairlines@gmail.com,89
268,Gowair Vacation Airlines,G6,GWR,2103431278,gowairvacationairlines@gmail.com,41
269,Gulf Air,GF,GFA,2103661637,gulfair@gmail.com,24
270,Loong Air,GJ,CDC,2103187628,loongair@gmail.com,107
271,Air Greenland,GL,GRL,2106663507,airgreenland@gmail.com,15
272,Germania Flug,GM,GSW,2101057040,germaniaflug@gmail.com,74
273,Apg Airlines,GP,RIV,2107095691,apgairlines@gmail.com,9
274,Sky Express Greece,GQ,SEH,2101278135,skyexpressgreece@gmail.com,57
275,Aurigny,GR,AUR,2104315563,aurigny@gmail.com,42
276,Tianjin Airlines,GS,GCR,2105575852,tianjinairlines@gmail.com,99
277,Air Guilin,GT,CGH,2101886115,airguilin@gmail.com,27
278,Avianca Guatemala,GU,GUG,2107975754,aviancaguatemala@gmail.com,153
279,Grant Aviation,GV,GUN,2105250331,grantaviation@gmail.com,14
280,Gx Airlines,GX,CBG,2105519010,gxairlines@gmail.com,140
281,Colorful Guizhou Airlines,GY,CGZ,2101962171,colorfulguizhouairlines@gmail.com,70
282,Air Rarotonga,GZ,RAR,2109430628,airrarotonga@gmail.com,69
283,Thomas Cook Airlines Balearics,H5,CTB,2107127399,thomascookairlinesbalearics@gmail.com,19
284,Bulgarian Air Charter,H6,BUC,2102943779,bulgarianaircharter@gmail.com,63
285,Ravn Alaska,7H,RVF,2108385666,ravnalaska@gmail.com,29
286,Eagle Air,IS,FEI,2105781127,eagleair@gmail.com,156
287,Taron Avia,H7,TRV,2103505421,taronavia@gmail.com,110
288,Hawaiian Airlines,HA,HAL,2104340528,hawaiianairlines@gmail.com,123
289,Asia Atlantic Airlines,HB,AAQ,2104265878,asiaatlanticairlines@gmail.com,76
290,Air Senegal,HC,SZN,2103180890,airsenegal@gmail.com,152
291,Air Cote Divoire,HF,VRE,2101737808,aircoted'ivoire@gmail.com,28
292,Taban Airlines,HH,TBN,2106857151,tabanairlines@gmail.com,7
293,Skippers Aviation,HK,,2103232875,skippersaviation@gmail.com,155
294,Juneyao Airlines,HO,DKH,2105080337,juneyaoairlines@gmail.com,7
295,Hainan Airlines,HU,CHH,2102617977,hainanairlines@gmail.com,76
296,North-wright Airways,HW,NWL,2107952692,north-wrightairways@gmail.com,73
297,Hong Kong Airlines,HX,CRK,2102763350,hongkongairlines@gmail.com,50
298,Uzbekistan Airways,HY,UZB,2102134901,uzbekistanairways@gmail.com,137
299,Aurora,HZ,SHU,2101082548,aurora@gmail.com,27
300,Ata Airlines,I3,TBZ,2108130068,ataairlines@gmail.com,89
301,Island Air Express,I4,EXP,2103257860,islandairexpress@gmail.com,156
302,Izhavia,I8,IZA,2107830077,izhavia@gmail.com,5
303,Iraqi Airways,IA,IAW,2106449874,iraqiairways@gmail.com,83
304,Batik Air,ID,BTK,2102860882,batikair@gmail.com,61
305,Solomon Airlines,IE,SOL,2108497574,solomonairlines@gmail.com,6
306,Fly Baghdad,IF,FBA,2109238979,flybaghdad@gmail.com,52
307,Air Kiribati,IK,AKL,2100308313,airkiribati@gmail.com,74
308,Trigana Air Service,IL,TGN,2100113442,triganaairservice@gmail.com,50
309,Nam Air,IN,LKN,2105048412,namair@gmail.com,145
310,Iraero,IO,IAE,2102771406,iraero@gmail.com,41
311,Qazaq Air,IQ,QAZ,2109731713,qazaqair@gmail.com,11
312,Iran Air,IR,IRA,2106316823,iranair@gmail.com,25
313,Sepehran Airlines,IS,SHI,2100329132,sepehranairlines@gmail.com,106
314,Caspian Airlines,IV,CPN,2108904435,caspianairlines@gmail.com,152
315,Yemenia,IY,IYE,2101302605,yemenia@gmail.com,152
316,Arkia,IZ,AIZ,2109102425,arkia@gmail.com,14
317,Azerbaijan Airlines,J2,AHY,2103942468,azerbaijanairlines@gmail.com,15
318,Buta Airways,J2,,2107942534,butaairways@gmail.com,57
319,Northwestern Air,J3,PLR,2107497407,northwesternair@gmail.com,14
320,Badr Airlines,J4,BDR,2106946408,badrairlines@gmail.com,49
321,Buffalo Airways,J4,BFL,2102228263,buffaloairways@gmail.com,126
322,Alaska Seaplanes,J5,,2104693000,alaskaseaplanes@gmail.com,69
323,Berjaya Air,J8,BVT,2105487650,berjayaair@gmail.com,131
324,Jetsmart,JA,JAT,2101602452,jetsmart@gmail.com,157
325,Helijet,JB,JBA,2105723417,helijet@gmail.com,15
326,Beijing Capital Airlines,JD,CBJ,2102861900,beijingcapitalairlines@gmail.com,115
327,Iberia,IB,IBE,2104569685,iberia@gmail.com,133
328,Iberia Express,I2,IBS,2109673623,iberiaexpress@gmail.com,82
329,Japan Air Commuter,JC,JAC,2106079719,japanaircommuter@gmail.com,32
330,Air Seychelles,HM,SEY,2105345563,airseychelles@gmail.com,47
331,Int'air Iles,I7,IIA,2108647557,int'airiles@gmail.com,47
332,Harbour Air Seaplanes,H3,HES,2102372730,harbourairseaplanes@gmail.com,101
333,Airasia India,I5,IAD,2107487222,airasiaindia@gmail.com,26
334,Air Do,HD,ADO,2108096353,airdo@gmail.com,5
335,Air India Express,IX,AXB,2108302598,airindiaexpress@gmail.com,115
336,Goair,G8,GOW,2100368583,goair@gmail.com,8
337,Jetstar Japan,GK,JJP,2101121976,jetstarjapan@gmail.com,142
338,Spring Airlines Japan,IJ,SJO,2109701962,springairlinesjapan@gmail.com,144
339,Tigerair Taiwan,IT,TTW,2103930155,tigerairtaiwan@gmail.com,114
340,Wings Air,IW,WON,2103324657,wingsair@gmail.com,154
341,Air Italy,IG,ISS,2104959349,airitaly@gmail.com,28
342,Himalaya Airlines,H9,HIM,2104425776,himalayaairlines@gmail.com,153
343,Transavia,HV,TRA,2101931395,transavia@gmail.com,6
344,Sky Airline,H2,SKU,2107142873,skyairline@gmail.com,58
345,Air Arabia,G9,ABY,2102574867,airarabia@gmail.com,42
346,Jazeera Airways,J9,JZR,2100292419,jazeeraairways@gmail.com,153
347,Jet Asia Airways,JF,JAA,2104051566,jetasiaairways@gmail.com,107
348,Fuji Dream Airlines,JH,FDA,2104257180,fujidreamairlines@gmail.com,96
349,Meraj Airlines,JI,MRJ,2101285700,merajairlines@gmail.com,27
350,Jambojet,JM,,2100530431,jambojet@gmail.com,79
351,Joy Air,JR,JOY,2108039173,joyair@gmail.com,132
352,Air Koryo,JS,KOR,2107652735,airkoryo@gmail.com,5
353,Air Serbia,JU,ASL,2108102292,airserbia@gmail.com,111
354,Bearskin Airlines,JV,BLS,2101052815,bearskinairlines@gmail.com,36
355,Dac Aviation,JX,,2109468990,dacaviation@gmail.com,24
356,Intercaribbean Airways,JY,IWY,2100468247,intercaribbeanairways@gmail.com,78
357,Jubba Airways,JZ,JUB,2104730033,jubbaairways@gmail.com,62
358,Taquan Air,K3,TQN,2106950101,taquanair@gmail.com,12
359,Cambodia Angkor Air,K6,KHV,2109597963,cambodiaangkorair@gmail.com,2
360,Air Kbz,K7,KBZ,2104148441,airkbz@gmail.com,128
361,Drukair,KB,DRK,2103916216,drukair@gmail.com,87
362,Air Astana,KC,KZR,2101858989,airastana@gmail.com,40
363,Air Belgium,KF,ABB,2101449539,airbelgium@gmail.com,124
364,Krasavia,KI,SSJ,2100083612,krasavia@gmail.com,110
365,Air Malta,KM,AMC,2109547452,airmalta@gmail.com,114
366,China United Airlines,KN,CUA,2100633274,chinaunitedairlines@gmail.com,102
367,Maroomba Airlines,KN,,2109409323,maroombaairlines@gmail.com,10
368,Komiaviatrans,KO,KMA,2101287021,komiaviatrans@gmail.com,114
369,Asky Airlines,KP,SKK,2105597640,askyairlines@gmail.com,101
370,Cambodia Airways,KR,KME,2106911099,cambodiaairways@gmail.com,73
371,Penair,KS,PEN,2105260335,penair@gmail.com,146
372,Kuwait Airways,KU,KAC,2107126248,kuwaitairways@gmail.com,6
373,Korea Express Air,KW,KEA,2104492683,koreaexpressair@gmail.com,76
374,Cayman Airways,KX,CAY,2107684594,caymanairways@gmail.com,92
375,Kunming Airlines,KY,KNA,2109967274,kunmingairlines@gmail.com,46
376,Lasa Líneas Aéreas,L4,,2103459716,lasalíneasaéreas@gmail.com,54
377,Mauritania Airlines International,L6,MAI,2101443032,mauritaniaairlinesinternational@gmail.com,111
378,Luxair,LG,LGL,2106570477,luxair@gmail.com,49
379,Liat,LI,LIA,2104921556,liat@gmail.com,123
380,Lao Skyway,LK,LLL,2105833954,laoskyway@gmail.com,121
381,Miami Air International,LL,BSK,2108083280,miamiairinternational@gmail.com,76
382,Loganair,LM,LOG,2100098390,loganair@gmail.com,127
