flight_ID,airport_ID,airline_ID,flight_date,expected_time,is_destination
51,2243,148,2022-06-06,14:03:00,True
52,3115,148,2022-06-06,05:56:00,False
52,2243,148,2022-06-06,07:49:00,True
53,3115,148,2022-06-06,18:48:00,False
53,1100,148,2022-06-06,19:13:00,True
54,3115,148,2022-06-06,08:32:00,False
54,1100,148,2022-06-06,08:56:00,True
55,3115,148,2022-06-06,13:52:00,False
55,3329,148,2022-06-06,14:08:00,True
56,3115,148,2022-06-06,17:25:00,False
56,1099,148,2022-06-06,17:42:00,True
57,3115,148,2022-06-06,11:26:00,False
57,1099,148,2022-06-06,11:43:00,True
58,3115,148,2022-06-06,14:58:00,False
58,1115,148,2022-06-06,15:11:00,True
59,3115,148,2022-06-06,17:04:00,False
59,1115,148,2022-06-06,17:16:00,True
60,3115,148,2022-06-06,22:13:00,False
60,1115,148,2022-06-06,22:25:00,True
61,3115,148,2022-06-06,00:41:00,False
61,3332,148,2022-06-06,00:52:00,True
62,3115,148,2022-06-06,11:11:00,False
62,3332,148,2022-06-06,11:22:00,True
63,3115,148,2022-06-06,22:10:00,False
63,1121,148,2022-06-06,22:21:00,True
64,3115,148,2022-06-06,19:16:00,False
64,1121,148,2022-06-06,19:27:00,True
65,3115,148,2022-06-06,20:46:00,False
65,1121,148,2022-06-06,20:57:00,True
66,3115,148,2022-06-06,18:20:00,False
66,1121,148,2022-06-06,18:31:00,True
67,3115,148,2022-06-06,02:15:00,False
67,3836,148,2022-06-06,02:23:00,True
68,3115,148,2022-06-06,07:30:00,False
68,3328,148,2022-06-06,07:50:00,True
69,3115,148,2022-06-06,01:15:00,False
69,3328,148,2022-06-06,01:35:00,True
70,3115,148,2022-06-06,00:36:00,False
70,3328,148,2022-06-06,00:56:00,True
71,3115,148,2022-06-06,22:59:00,False
71,3328,148,2022-06-06,23:20:00,True
72,3115,148,2022-06-06,04:17:00,False
72,1106,148,2022-06-06,04:43:00,True
73,3115,148,2022-06-06,07:25:00,False
73,1103,148,2022-06-06,07:42:00,True
74,3115,148,2022-06-06,12:53:00,False
74,1103,148,2022-06-06,13:11:00,True
75,3115,148,2022-06-06,07:52:00,False
75,936,148,2022-06-06,09:05:00,True
76,3115,148,2022-06-06,10:42:00,False
76,936,148,2022-06-06,11:54:00,True
77,3115,148,2022-06-06,14:37:00,False
77,2246,148,2022-06-06,17:44:00,True
78,3115,148,2022-06-06,21:12:00,False
78,2246,148,2022-06-07,01:19:00,True
79,3115,148,2022-06-06,05:39:00,False
79,2246,148,2022-06-06,08:46:00,True
80,3115,148,2022-06-06,13:04:00,False
80,411,148,2022-06-06,16:05:00,True
81,3115,148,2022-06-06,13:15:00,False
81,411,148,2022-06-06,16:16:00,True
82,3115,148,2022-06-06,22:16:00,False
82,411,148,2022-06-07,02:17:00,True
83,3115,148,2022-06-06,21:36:00,False
83,411,148,2022-06-07,01:37:00,True
84,3115,148,2022-06-06,10:23:00,False
84,411,148,2022-06-06,13:24:00,True
85,3115,148,2022-06-06,13:52:00,False
85,1112,148,2022-06-06,14:15:00,True
86,3115,148,2022-06-06,03:01:00,False
86,1113,148,2022-06-06,03:19:00,True
87,3115,148,2022-06-06,21:05:00,False
87,1021,148,2022-06-06,23:19:00,True
88,3115,148,2022-06-06,03:50:00,False
88,960,148,2022-06-06,06:49:00,True
89,3115,148,2022-06-06,01:16:00,False
89,960,148,2022-06-06,04:15:00,True
90,3115,148,2022-06-06,14:38:00,False
90,960,148,2022-06-06,17:37:00,True
91,3115,148,2022-06-06,13:17:00,False
91,960,148,2022-06-06,16:16:00,True
92,3115,148,2022-06-06,22:35:00,False
92,960,148,2022-06-07,02:34:00,True
93,3115,148,2022-06-06,01:12:00,False
93,388,148,2022-06-06,04:30:00,True
94,3115,148,2022-06-06,08:58:00,False
94,1116,148,2022-06-06,09:20:00,True
95,3115,148,2022-06-06,13:09:00,False
95,3331,148,2022-06-06,13:21:00,True
96,3115,148,2022-06-06,21:55:00,False
96,1034,148,2022-06-07,01:01:00,True
97,3115,148,2022-06-06,20:52:00,False
97,1034,148,2022-06-06,22:57:00,True
98,3115,148,2022-06-06,17:55:00,False
98,1034,148,2022-06-06,20:01:00,True
99,3115,148,2022-06-06,10:04:00,False
99,1034,148,2022-06-06,12:09:00,True
100,3115,148,2022-06-06,03:43:00,False
100,303,148,2022-06-06,05:37:00,True
101,3115,148,2022-06-06,13:12:00,False
101,303,148,2022-06-06,15:06:00,True
102,3115,148,2022-06-06,03:57:00,False
102,303,148,2022-06-06,05:51:00,True
103,3115,148,2022-06-06,17:41:00,False
103,303,148,2022-06-06,19:35:00,True
104,3115,148,2022-06-06,03:10:00,False
104,1079,148,2022-06-06,06:04:00,True
105,3115,148,2022-06-06,10:14:00,False
105,515,148,2022-06-06,13:30:00,True
106,3115,148,2022-06-06,03:11:00,False
106,515,148,2022-06-06,06:27:00,True
107,3115,148,2022-06-06,17:57:00,False
107,1242,148,2022-06-06,18:54:00,True
108,3115,148,2022-06-06,18:48:00,False
108,1242,148,2022-06-06,19:45:00,True
109,3115,148,2022-06-06,01:38:00,False
109,3333,148,2022-06-06,01:51:00,True
110,3115,148,2022-06-06,07:45:00,False
110,2940,148,2022-06-06,17:50:00,True
111,3115,148,2022-06-06,18:19:00,False
111,1189,148,2022-06-06,20:16:00,True
112,3115,148,2022-06-06,05:29:00,False
112,1118,148,2022-06-06,05:59:00,True
113,3115,148,2022-06-06,18:12:00,False
113,1126,148,2022-06-06,18:21:00,True
114,3115,148,2022-06-06,21:17:00,False
114,1126,148,2022-06-06,21:26:00,True
115,3115,148,2022-06-06,04:48:00,False
115,1126,148,2022-06-06,04:57:00,True
116,3115,148,2022-06-06,06:31:00,False
116,1122,148,2022-06-06,07:35:00,True
117,3115,148,2022-06-06,17:54:00,False
117,1122,148,2022-06-06,18:58:00,True
118,3115,148,2022-06-06,05:17:00,False
118,1122,148,2022-06-06,06:21:00,True
119,3115,148,2022-06-06,21:35:00,False
119,3141,148,2022-06-06,23:54:00,True
120,3115,148,2022-06-06,01:53:00,False
120,3141,148,2022-06-06,04:13:00,True
121,3115,148,2022-06-06,01:05:00,False
121,3141,148,2022-06-06,03:24:00,True
122,3115,148,2022-06-06,05:42:00,False
122,3141,148,2022-06-06,08:02:00,True
123,3115,148,2022-06-06,14:04:00,False
123,929,148,2022-06-06,14:42:00,True
124,3115,148,2022-06-06,07:49:00,False
124,929,148,2022-06-06,08:28:00,True
125,3115,148,2022-06-06,00:11:00,False
125,929,148,2022-06-06,00:49:00,True
126,3115,148,2022-06-06,21:31:00,False
126,929,148,2022-06-06,22:10:00,True
127,3115,148,2022-06-06,11:57:00,False
127,929,148,2022-06-06,12:36:00,True
128,3115,148,2022-06-06,22:08:00,False
128,1192,148,2022-06-06,23:37:00,True
129,3115,148,2022-06-06,19:20:00,False
129,1208,148,2022-06-06,20:57:00,True
130,3115,148,2022-06-06,17:38:00,False
130,1208,148,2022-06-06,19:16:00,True
131,3115,148,2022-06-06,21:42:00,False
131,1128,148,2022-06-06,22:02:00,True
132,3115,148,2022-06-06,13:54:00,False
132,1128,148,2022-06-06,14:14:00,True
133,3115,148,2022-06-06,17:58:00,False
133,1128,148,2022-06-06,18:18:00,True
134,3115,153,2022-06-06,09:27:00,False
134,411,153,2022-06-06,12:28:00,True
135,3115,153,2022-06-06,09:59:00,False
135,411,153,2022-06-06,12:59:00,True
136,3115,153,2022-06-06,08:29:00,False
136,2940,153,2022-06-06,18:34:00,True
137,3115,153,2022-06-06,04:31:00,False
137,2940,153,2022-06-06,14:36:00,True
138,3115,153,2022-06-06,22:29:00,False
138,2940,153,2022-06-07,09:34:00,True
139,3115,153,2022-06-06,05:16:00,False
139,2940,153,2022-06-06,15:21:00,True
140,3115,153,2022-06-06,13:23:00,False
140,2940,153,2022-06-06,23:28:00,True
141,3115,158,2022-06-06,15:23:00,False
141,1034,158,2022-06-06,17:28:00,True
142,3115,158,2022-06-06,08:27:00,False
142,991,158,2022-06-06,10:57:00,True
143,3115,158,2022-06-06,01:17:00,False
143,991,158,2022-06-06,03:47:00,True
144,3115,158,2022-06-06,07:21:00,False
144,991,158,2022-06-06,09:51:00,True
145,3115,119,2022-06-06,12:38:00,False
145,1170,119,2022-06-06,14:14:00,True
146,3115,119,2022-06-06,20:31:00,False
146,1170,119,2022-06-06,22:07:00,True
147,3115,156,2022-06-06,21:42:00,False
147,1173,156,2022-06-06,23:02:00,True
148,3115,156,2022-06-06,09:04:00,False
148,1173,156,2022-06-06,10:23:00,True
149,3115,156,2022-06-06,11:14:00,False
149,1173,156,2022-06-06,12:33:00,True
150,3115,156,2022-06-06,06:25:00,False
150,1173,156,2022-06-06,07:44:00,True
151,3115,156,2022-06-06,13:17:00,False
151,1173,156,2022-06-06,14:36:00,True
152,3115,156,2022-06-06,06:13:00,False
152,936,156,2022-06-06,07:25:00,True
153,3115,156,2022-06-06,23:32:00,False
153,936,156,2022-06-07,01:44:00,True
154,3115,156,2022-06-06,11:16:00,False
154,936,156,2022-06-06,12:28:00,True
155,3115,156,2022-06-06,12:58:00,False
155,936,156,2022-06-06,14:11:00,True
156,3115,156,2022-06-06,10:47:00,False
156,1170,156,2022-06-06,12:23:00,True
157,3115,156,2022-06-06,01:21:00,False
157,1170,156,2022-06-06,02:56:00,True
158,3115,156,2022-06-06,11:24:00,False
158,1170,156,2022-06-06,12:59:00,True
159,3115,152,2022-06-06,12:32:00,False
159,411,152,2022-06-06,15:33:00,True
160,3115,152,2022-06-06,18:40:00,False
160,411,152,2022-06-06,21:41:00,True
161,3115,152,2022-06-06,15:51:00,False
161,411,152,2022-06-06,18:52:00,True
162,3115,152,2022-06-06,23:32:00,False
162,411,152,2022-06-07,03:33:00,True
163,3115,242,2022-06-06,12:18:00,False
163,5607,242,2022-06-06,16:03:00,True
164,3115,242,2022-06-06,18:24:00,False
164,5607,242,2022-06-06,22:09:00,True
165,3115,242,2022-06-06,18:08:00,False
165,5607,242,2022-06-06,21:52:00,True
166,3115,242,2022-06-06,18:00:00,False
166,5607,242,2022-06-06,21:44:00,True
167,3115,242,2022-06-06,13:03:00,False
167,5607,242,2022-06-06,16:47:00,True
168,3115,187,2022-06-06,02:37:00,False
168,936,187,2022-06-06,03:49:00,True
169,3115,187,2022-06-06,17:28:00,False
169,936,187,2022-06-06,18:40:00,True
170,3115,187,2022-06-06,14:06:00,False
170,936,187,2022-06-06,15:18:00,True
171,3115,187,2022-06-06,12:23:00,False
171,936,187,2022-06-06,13:35:00,True
172,3115,259,2022-06-06,18:27:00,False
172,577,259,2022-06-06,21:28:00,True
173,3115,259,2022-06-06,20:37:00,False
173,577,259,2022-06-06,23:38:00,True
174,3115,259,2022-06-06,18:37:00,False
174,577,259,2022-06-06,21:38:00,True
175,3115,259,2022-06-06,17:34:00,False
175,351,259,2022-06-06,20:40:00,True
176,3115,259,2022-06-06,06:11:00,False
176,351,259,2022-06-06,09:17:00,True
177,3115,259,2022-06-06,22:52:00,False
177,351,259,2022-06-07,02:58:00,True
178,3115,259,2022-06-06,17:50:00,False
178,351,259,2022-06-06,20:56:00,True
179,3115,259,2022-06-06,22:24:00,False
179,515,259,2022-06-07,02:40:00,True
180,3115,259,2022-06-06,05:48:00,False
180,515,259,2022-06-06,09:05:00,True
181,3115,259,2022-06-06,16:20:00,False
181,515,259,2022-06-06,19:36:00,True
182,3115,211,2022-06-06,08:22:00,False
182,478,211,2022-06-06,11:57:00,True
183,3115,211,2022-06-06,17:32:00,False
183,478,211,2022-06-06,21:08:00,True
184,3115,212,2022-06-06,05:35:00,False
184,1649,212,2022-06-06,09:42:00,True
185,3115,212,2022-06-06,05:47:00,False
185,1649,212,2022-06-06,09:54:00,True
186,3115,212,2022-06-06,02:27:00,False
186,1649,212,2022-06-06,06:34:00,True
187,3115,219,2022-06-06,15:55:00,False
187,1646,219,2022-06-06,20:01:00,True
188,3115,219,2022-06-06,18:40:00,False
188,1646,219,2022-06-06,22:45:00,True
189,3115,225,2022-06-06,13:17:00,False
189,933,225,2022-06-06,13:57:00,True
190,3115,225,2022-06-06,00:31:00,False
190,933,225,2022-06-06,01:12:00,True
191,3115,261,2022-06-06,17:57:00,False
191,1152,261,2022-06-06,19:47:00,True
192,3115,261,2022-06-06,01:47:00,False
192,1152,261,2022-06-06,03:37:00,True
193,3115,261,2022-06-06,02:46:00,False
193,1152,261,2022-06-06,04:36:00,True
194,3115,261,2022-06-06,05:50:00,False
194,1120,261,2022-06-06,06:12:00,True
195,3115,261,2022-06-06,10:46:00,False
195,937,261,2022-06-06,11:51:00,True
196,3115,261,2022-06-06,02:31:00,False
196,937,261,2022-06-06,03:36:00,True
197,3115,261,2022-06-06,19:01:00,False
197,937,261,2022-06-06,20:06:00,True
198,3115,261,2022-06-06,06:47:00,False
198,1127,261,2022-06-06,07:11:00,True
199,3115,261,2022-06-06,11:16:00,False
199,1127,261,2022-06-06,11:39:00,True
200,3115,261,2022-06-06,06:22:00,False
200,1127,261,2022-06-06,06:45:00,True
201,3115,261,2022-06-06,18:02:00,False
201,1127,261,2022-06-06,18:25:00,True
202,3115,261,2022-06-06,07:26:00,False
202,1127,261,2022-06-06,07:49:00,True
203,3115,261,2022-06-06,17:56:00,False
203,444,261,2022-06-06,20:57:00,True
204,3115,269,2022-06-06,19:41:00,False
204,936,269,2022-06-06,20:53:00,True
205,3115,274,2022-06-06,04:18:00,False
205,1101,274,2022-06-06,04:43:00,True
206,3115,274,2022-06-06,12:13:00,False
206,1101,274,2022-06-06,12:38:00,True
207,3115,274,2022-06-06,12:14:00,False
207,1101,274,2022-06-06,12:39:00,True
208,3115,274,2022-06-06,10:19:00,False
208,1101,274,2022-06-06,10:44:00,True
209,3115,274,2022-06-06,21:43:00,False
209,1101,274,2022-06-06,22:09:00,True
210,3115,274,2022-06-06,02:11:00,False
210,1111,274,2022-06-06,02:35:00,True
211,3115,274,2022-06-06,10:17:00,False
211,1111,274,2022-06-06,10:41:00,True
212,3115,274,2022-06-06,08:19:00,False
212,1111,274,2022-06-06,08:43:00,True
213,3115,274,2022-06-06,03:52:00,False
213,1111,274,2022-06-06,04:17:00,True
214,3115,274,2022-06-06,00:49:00,False
214,1111,274,2022-06-06,01:14:00,True
215,3115,343,2022-06-06,21:25:00,False
215,463,343,2022-06-07,01:09:00,True
216,3115,343,2022-06-06,17:16:00,False
216,463,343,2022-06-06,19:59:00,True
217,3115,343,2022-06-06,19:22:00,False
217,465,343,2022-06-06,21:58:00,True
218,3115,343,2022-06-06,10:59:00,False
218,465,343,2022-06-06,13:36:00,True
219,3115,343,2022-06-06,15:44:00,False
219,465,343,2022-06-06,18:21:00,True
220,3115,343,2022-06-06,10:34:00,False
220,465,343,2022-06-06,13:11:00,True
221,3115,327,2022-06-06,02:37:00,False
221,952,327,2022-06-06,04:59:00,True
222,3115,327,2022-06-06,12:12:00,False
222,952,327,2022-06-06,14:34:00,True
223,3115,327,2022-06-06,22:58:00,False
223,952,327,2022-06-07,02:21:00,True
224,3115,327,2022-06-06,02:11:00,False
224,952,327,2022-06-06,04:33:00,True
225,3115,327,2022-06-06,14:21:00,False
225,952,327,2022-06-06,16:43:00,True
226,3115,365,2022-06-06,05:43:00,False
226,1203,365,2022-06-06,06:48:00,True
227,3115,365,2022-06-06,21:24:00,False
227,1203,365,2022-06-06,22:29:00,True
228,3115,365,2022-06-06,14:03:00,False
228,933,365,2022-06-06,14:43:00,True
229,3115,365,2022-06-06,14:17:00,False
229,933,365,2022-06-06,14:57:00,True
230,3115,365,2022-06-06,16:36:00,False
230,933,365,2022-06-06,17:17:00,True
231,3115,365,2022-06-06,02:07:00,False
231,933,365,2022-06-06,02:47:00,True
232,3115,365,2022-06-06,22:19:00,False
232,933,365,2022-06-06,22:59:00,True
233,3115,415,2022-06-06,13:00:00,False
233,302,415,2022-06-06,15:29:00,True
234,3115,415,2022-06-06,21:01:00,False
234,302,415,2022-06-06,23:30:00,True
235,3115,415,2022-06-06,09:58:00,False
235,297,415,2022-06-06,12:15:00,True
236,3115,415,2022-06-06,01:56:00,False
236,303,415,2022-06-06,03:50:00,True
237,3115,415,2022-06-06,16:29:00,False
237,303,415,2022-06-06,18:23:00,True
238,3115,415,2022-06-06,23:41:00,False
238,303,415,2022-06-07,02:35:00,True
239,3115,415,2022-06-06,05:35:00,False
239,303,415,2022-06-06,07:29:00,True
240,3115,416,2022-06-06,22:52:00,False
240,543,416,2022-06-07,01:52:00,True
241,3115,416,2022-06-06,05:33:00,False
241,543,416,2022-06-06,07:33:00,True
242,3115,416,2022-06-06,03:15:00,False
242,543,416,2022-06-06,05:15:00,True
243,3115,416,2022-06-06,07:11:00,False
243,543,416,2022-06-06,09:11:00,True
244,3115,416,2022-06-06,23:53:00,False
244,543,416,2022-06-07,02:53:00,True
245,3115,414,2022-06-06,07:32:00,False
245,1255,414,2022-06-06,09:34:00,True
246,3115,414,2022-06-06,10:04:00,False
246,1255,414,2022-06-06,12:06:00,True
247,3115,414,2022-06-06,18:34:00,False
247,1255,414,2022-06-06,20:36:00,True
248,3115,414,2022-06-06,13:20:00,False
248,1255,414,2022-06-06,15:22:00,True
249,3115,414,2022-06-06,18:26:00,False
249,1255,414,2022-06-06,20:28:00,True
250,3115,387,2022-06-06,16:14:00,False
250,1192,387,2022-06-06,17:43:00,True
251,3115,387,2022-06-06,20:08:00,False
251,1192,387,2022-06-06,21:37:00,True
252,3115,429,2022-06-06,09:09:00,False
252,1644,429,2022-06-06,10:36:00,True
253,3115,429,2022-06-06,12:54:00,False
253,1644,429,2022-06-06,14:22:00,True
254,3115,429,2022-06-06,12:15:00,False
254,1644,429,2022-06-06,13:42:00,True
255,3115,395,2022-06-06,08:57:00,False
255,877,395,2022-06-06,10:23:00,True
256,3115,395,2022-06-06,12:52:00,False
256,877,395,2022-06-06,14:18:00,True
257,3115,395,2022-06-06,07:19:00,False
257,2616,395,2022-06-06,17:40:00,True
258,3115,395,2022-06-06,23:27:00,False
258,2616,395,2022-06-07,10:48:00,True
259,3115,395,2022-06-06,16:59:00,False
259,2616,395,2022-06-07,04:21:00,True
260,3115,395,2022-06-06,10:34:00,False
260,2616,395,2022-06-06,20:55:00,True
261,3115,395,2022-06-06,07:15:00,False
261,2616,395,2022-06-06,17:36:00,True
262,3115,395,2022-06-06,09:17:00,False
262,1101,395,2022-06-06,09:42:00,True
263,3115,395,2022-06-06,03:08:00,False
263,1101,395,2022-06-06,03:33:00,True
264,3115,395,2022-06-06,21:13:00,False
264,1101,395,2022-06-06,21:38:00,True
265,3115,395,2022-06-06,02:23:00,False
265,1101,395,2022-06-06,02:48:00,True
266,3115,395,2022-06-06,17:40:00,False
266,1101,395,2022-06-06,18:06:00,True
267,3115,454,2022-06-06,10:16:00,False
267,1107,454,2022-06-06,10:48:00,True
268,3115,454,2022-06-06,13:44:00,False
268,1107,454,2022-06-06,14:17:00,True
269,3115,454,2022-06-06,16:30:00,False
269,1107,454,2022-06-06,17:03:00,True
270,3115,454,2022-06-06,05:49:00,False
270,1107,454,2022-06-06,06:22:00,True
271,3115,454,2022-06-06,19:29:00,False
271,1107,454,2022-06-06,20:02:00,True
272,3115,454,2022-06-06,22:47:00,False
272,1097,454,2022-06-06,23:16:00,True
273,3115,454,2022-06-06,01:44:00,False
273,1097,454,2022-06-06,02:13:00,True
274,3115,454,2022-06-06,05:37:00,False
274,1097,454,2022-06-06,06:06:00,True
275,3115,454,2022-06-06,08:54:00,False
275,952,454,2022-06-06,11:17:00,True
276,3115,454,2022-06-06,09:19:00,False
276,952,454,2022-06-06,11:41:00,True
277,3115,454,2022-06-06,18:47:00,False
277,1294,454,2022-06-06,19:48:00,True
278,3115,454,2022-06-06,09:54:00,False
278,1055,454,2022-06-06,12:33:00,True
279,3115,454,2022-06-06,18:52:00,False
279,1055,454,2022-06-06,21:31:00,True
280,3115,454,2022-06-06,01:56:00,False
280,1108,454,2022-06-06,02:26:00,True
281,3115,454,2022-06-06,08:30:00,False
281,1108,454,2022-06-06,08:59:00,True
282,3115,454,2022-06-06,18:28:00,False
282,1108,454,2022-06-06,18:57:00,True
283,3115,454,2022-06-06,00:10:00,False
283,1108,454,2022-06-06,00:39:00,True
284,3115,454,2022-06-06,11:43:00,False
284,1108,454,2022-06-06,12:13:00,True
285,3115,454,2022-06-06,22:22:00,False
285,1120,454,2022-06-06,22:43:00,True
286,3115,454,2022-06-06,22:31:00,False
286,1120,454,2022-06-06,22:52:00,True
287,3115,454,2022-06-06,14:00:00,False
287,1104,454,2022-06-06,14:23:00,True
288,3115,454,2022-06-06,07:41:00,False
288,1104,454,2022-06-06,08:05:00,True
289,3115,454,2022-06-06,07:57:00,False
289,1104,454,2022-06-06,08:21:00,True
290,3115,454,2022-06-06,12:58:00,False
290,1104,454,2022-06-06,13:22:00,True
291,3115,454,2022-06-06,11:20:00,False
291,1104,454,2022-06-06,11:43:00,True
292,3115,454,2022-06-06,08:11:00,False
292,1173,454,2022-06-06,09:30:00,True
293,3115,454,2022-06-06,22:50:00,False
293,1173,454,2022-06-07,01:10:00,True
294,3115,454,2022-06-06,17:54:00,False
294,1173,454,2022-06-06,19:14:00,True
295,3115,454,2022-06-06,21:25:00,False
295,1173,454,2022-06-06,22:44:00,True
296,3115,454,2022-06-06,17:37:00,False
296,1173,454,2022-06-06,18:56:00,True
297,3115,454,2022-06-06,02:40:00,False
297,1101,454,2022-06-06,03:06:00,True
298,3115,454,2022-06-06,11:11:00,False
298,1101,454,2022-06-06,11:36:00,True
299,3115,454,2022-06-06,01:57:00,False
299,1101,454,2022-06-06,02:23:00,True
300,3115,454,2022-06-06,13:39:00,False
300,1101,454,2022-06-06,14:05:00,True
301,3115,454,2022-06-06,07:12:00,False
301,1100,454,2022-06-06,07:36:00,True
302,3115,454,2022-06-06,05:32:00,False
302,6045,454,2022-06-06,06:16:00,True
303,3115,454,2022-06-06,04:59:00,False
303,6045,454,2022-06-06,05:43:00,True
304,3115,454,2022-06-06,03:16:00,False
304,6045,454,2022-06-06,03:59:00,True
305,3115,454,2022-06-06,19:24:00,False
305,6045,454,2022-06-06,20:08:00,True
306,3115,454,2022-06-06,08:36:00,False
306,6045,454,2022-06-06,09:20:00,True
307,3115,454,2022-06-06,12:45:00,False
307,3329,454,2022-06-06,13:01:00,True
308,3115,454,2022-06-06,22:08:00,False
308,3329,454,2022-06-06,22:23:00,True
309,3115,454,2022-06-06,04:13:00,False
309,3329,454,2022-06-06,04:28:00,True
310,3115,454,2022-06-06,18:37:00,False
310,3329,454,2022-06-06,18:52:00,True
311,3115,454,2022-06-06,23:19:00,False
311,3329,454,2022-06-06,23:34:00,True
312,3115,454,2022-06-06,04:56:00,False
312,1099,454,2022-06-06,05:14:00,True
313,3115,454,2022-06-06,11:10:00,False
313,1099,454,2022-06-06,11:27:00,True
314,3115,454,2022-06-06,22:53:00,False
314,1099,454,2022-06-06,23:11:00,True
315,3115,454,2022-06-06,19:43:00,False
315,3330,454,2022-06-06,20:05:00,True
316,3115,454,2022-06-06,08:13:00,False
316,3330,454,2022-06-06,08:34:00,True
317,3115,454,2022-06-06,20:48:00,False
317,3330,454,2022-06-06,21:10:00,True
318,3115,454,2022-06-06,04:09:00,False
318,3330,454,2022-06-06,04:30:00,True
